agency_cd,site_no,datetime,119381_00060_00003,119381_00060_00003_cd
USGS,1570500,1985-01-01,70100,A
USGS,1570500,1985-01-02,66500,A
USGS,1570500,1985-01-03,59400,A
USGS,1570500,1985-01-04,53800,A
USGS,1570500,1985-01-05,49600,A
USGS,1570500,1985-01-06,45300,A
USGS,1570500,1985-01-07,40700,A
USGS,1570500,1985-01-08,36100,A
USGS,1570500,1985-01-09,33500,A
USGS,1570500,1985-01-10,29800,A
USGS,1570500,1985-01-11,25800,A
USGS,1570500,1985-01-12,21100,A
USGS,1570500,1985-01-13,17000,A
USGS,1570500,1985-01-14,16000,A
USGS,1570500,1985-01-15,16000,A
USGS,1570500,1985-01-16,16000,A
USGS,1570500,1985-01-17,17000,A
USGS,1570500,1985-01-18,18000,A
USGS,1570500,1985-01-19,17000,A
USGS,1570500,1985-01-20,13000,A
USGS,1570500,1985-01-21,9000,A
USGS,1570500,1985-01-22,8800,A
USGS,1570500,1985-01-23,7800,A
USGS,1570500,1985-01-24,7400,A
USGS,1570500,1985-01-25,13000,A
USGS,1570500,1985-01-26,15000,A
USGS,1570500,1985-01-27,14000,A
USGS,1570500,1985-01-28,15000,A
USGS,1570500,1985-01-29,16000,A
USGS,1570500,1985-01-30,15000,A
USGS,1570500,1985-01-31,15000,A
USGS,1570500,1985-02-01,14000,A
USGS,1570500,1985-02-02,13000,A
USGS,1570500,1985-02-03,13000,A
USGS,1570500,1985-02-04,12000,A
USGS,1570500,1985-02-05,12000,A
USGS,1570500,1985-02-06,11000,A
USGS,1570500,1985-02-07,10000,A
USGS,1570500,1985-02-08,9800,A
USGS,1570500,1985-02-09,9000,A
USGS,1570500,1985-02-10,8000,A
USGS,1570500,1985-02-11,12000,A
USGS,1570500,1985-02-12,16700,A
USGS,1570500,1985-02-13,39600,A
USGS,1570500,1985-02-14,51600,A
USGS,1570500,1985-02-15,34600,A
USGS,1570500,1985-02-16,29400,A
USGS,1570500,1985-02-17,25300,A
USGS,1570500,1985-02-18,23900,A
USGS,1570500,1985-02-19,23000,A
USGS,1570500,1985-02-20,21700,A
USGS,1570500,1985-02-21,20900,A
USGS,1570500,1985-02-22,22300,A
USGS,1570500,1985-02-23,22700,A
USGS,1570500,1985-02-24,26300,A
USGS,1570500,1985-02-25,48800,A
USGS,1570500,1985-02-26,110000,A
USGS,1570500,1985-02-27,114000,A
USGS,1570500,1985-02-28,93500,A
USGS,1570500,1985-03-01,74400,A
USGS,1570500,1985-03-02,60200,A
USGS,1570500,1985-03-03,51300,A
USGS,1570500,1985-03-04,44100,A
USGS,1570500,1985-03-05,39500,A
USGS,1570500,1985-03-06,37200,A
USGS,1570500,1985-03-07,35500,A
USGS,1570500,1985-03-08,34800,A
USGS,1570500,1985-03-09,33800,A
USGS,1570500,1985-03-10,32800,A
USGS,1570500,1985-03-11,33600,A
USGS,1570500,1985-03-12,36700,A
USGS,1570500,1985-03-13,40000,A
USGS,1570500,1985-03-14,74100,A
USGS,1570500,1985-03-15,92800,A
USGS,1570500,1985-03-16,80600,A
USGS,1570500,1985-03-17,65300,A
USGS,1570500,1985-03-18,53500,A
USGS,1570500,1985-03-19,46600,A
USGS,1570500,1985-03-20,41600,A
USGS,1570500,1985-03-21,37100,A
USGS,1570500,1985-03-22,33400,A
USGS,1570500,1985-03-23,31100,A
USGS,1570500,1985-03-24,32100,A
USGS,1570500,1985-03-25,43500,A
USGS,1570500,1985-03-26,52400,A
USGS,1570500,1985-03-27,56900,A
USGS,1570500,1985-03-28,51900,A
USGS,1570500,1985-03-29,48000,A
USGS,1570500,1985-03-30,55900,A
USGS,1570500,1985-03-31,73900,A
USGS,1570500,1985-04-01,90300,A
USGS,1570500,1985-04-02,113000,A
USGS,1570500,1985-04-03,125000,A
USGS,1570500,1985-04-04,104000,A
USGS,1570500,1985-04-05,83600,A
USGS,1570500,1985-04-06,70500,A
USGS,1570500,1985-04-07,63200,A
USGS,1570500,1985-04-08,56900,A
USGS,1570500,1985-04-09,53200,A
USGS,1570500,1985-04-10,48300,A
USGS,1570500,1985-04-11,44700,A
USGS,1570500,1985-04-12,41500,A
USGS,1570500,1985-04-13,40200,A
USGS,1570500,1985-04-14,37300,A
USGS,1570500,1985-04-15,35000,A
USGS,1570500,1985-04-16,32800,A
USGS,1570500,1985-04-17,31100,A
USGS,1570500,1985-04-18,28900,A
USGS,1570500,1985-04-19,26500,A
USGS,1570500,1985-04-20,25200,A
USGS,1570500,1985-04-21,23800,A
USGS,1570500,1985-04-22,23200,A
USGS,1570500,1985-04-23,24200,A
USGS,1570500,1985-04-24,23000,A
USGS,1570500,1985-04-25,22400,A
USGS,1570500,1985-04-26,21600,A
USGS,1570500,1985-04-27,20200,A
USGS,1570500,1985-04-28,19300,A
USGS,1570500,1985-04-29,18300,A
USGS,1570500,1985-04-30,17300,A
USGS,1570500,1985-05-01,16200,A
USGS,1570500,1985-05-02,15500,A
USGS,1570500,1985-05-03,21200,A
USGS,1570500,1985-05-04,40500,A
USGS,1570500,1985-05-05,40200,A
USGS,1570500,1985-05-06,37700,A
USGS,1570500,1985-05-07,32900,A
USGS,1570500,1985-05-08,27900,A
USGS,1570500,1985-05-09,25500,A
USGS,1570500,1985-05-10,20400,A
USGS,1570500,1985-05-11,19200,A
USGS,1570500,1985-05-12,19600,A
USGS,1570500,1985-05-13,19200,A
USGS,1570500,1985-05-14,20900,A
USGS,1570500,1985-05-15,18500,A
USGS,1570500,1985-05-16,15900,A
USGS,1570500,1985-05-17,15800,A
USGS,1570500,1985-05-18,16900,A
USGS,1570500,1985-05-19,20900,A
USGS,1570500,1985-05-20,21300,A
USGS,1570500,1985-05-21,19600,A
USGS,1570500,1985-05-22,17900,A
USGS,1570500,1985-05-23,16800,A
USGS,1570500,1985-05-24,14900,A
USGS,1570500,1985-05-25,14600,A
USGS,1570500,1985-05-26,14000,A
USGS,1570500,1985-05-27,12600,A
USGS,1570500,1985-05-28,11700,A
USGS,1570500,1985-05-29,12000,A
USGS,1570500,1985-05-30,14200,A
USGS,1570500,1985-05-31,16900,A
USGS,1570500,1985-06-01,16600,A
USGS,1570500,1985-06-02,21400,A
USGS,1570500,1985-06-03,31000,A
USGS,1570500,1985-06-04,26300,A
USGS,1570500,1985-06-05,23200,A
USGS,1570500,1985-06-06,23200,A
USGS,1570500,1985-06-07,22900,A
USGS,1570500,1985-06-08,19000,A
USGS,1570500,1985-06-09,16800,A
USGS,1570500,1985-06-10,15800,A
USGS,1570500,1985-06-11,14100,A
USGS,1570500,1985-06-12,13200,A
USGS,1570500,1985-06-13,12200,A
USGS,1570500,1985-06-14,11500,A
USGS,1570500,1985-06-15,11000,A
USGS,1570500,1985-06-16,12600,A
USGS,1570500,1985-06-17,15400,A
USGS,1570500,1985-06-18,16700,A
USGS,1570500,1985-06-19,15400,A
USGS,1570500,1985-06-20,14700,A
USGS,1570500,1985-06-21,14000,A
USGS,1570500,1985-06-22,12800,A
USGS,1570500,1985-06-23,12300,A
USGS,1570500,1985-06-24,11300,A
USGS,1570500,1985-06-25,10400,A
USGS,1570500,1985-06-26,9890,A
USGS,1570500,1985-06-27,9820,A
USGS,1570500,1985-06-28,9280,A
USGS,1570500,1985-06-29,8830,A
USGS,1570500,1985-06-30,8610,A
USGS,1570500,1985-07-01,8540,A
USGS,1570500,1985-07-02,8190,A
USGS,1570500,1985-07-03,8110,A
USGS,1570500,1985-07-04,8030,A
USGS,1570500,1985-07-05,7690,A
USGS,1570500,1985-07-06,7580,A
USGS,1570500,1985-07-07,7810,A
USGS,1570500,1985-07-08,7740,A
USGS,1570500,1985-07-09,8080,A
USGS,1570500,1985-07-10,8390,A
USGS,1570500,1985-07-11,8930,A
USGS,1570500,1985-07-12,10100,A
USGS,1570500,1985-07-13,10000,A
USGS,1570500,1985-07-14,10500,A
USGS,1570500,1985-07-15,11900,A
USGS,1570500,1985-07-16,11300,A
USGS,1570500,1985-07-17,10700,A
USGS,1570500,1985-07-18,11100,A
USGS,1570500,1985-07-19,10900,A
USGS,1570500,1985-07-20,9970,A
USGS,1570500,1985-07-21,8820,A
USGS,1570500,1985-07-22,8460,A
USGS,1570500,1985-07-23,7760,A
USGS,1570500,1985-07-24,7340,A
USGS,1570500,1985-07-25,7530,A
USGS,1570500,1985-07-26,8150,A
USGS,1570500,1985-07-27,8250,A
USGS,1570500,1985-07-28,8710,A
USGS,1570500,1985-07-29,8450,A
USGS,1570500,1985-07-30,7880,A
USGS,1570500,1985-07-31,7400,A
USGS,1570500,1985-08-01,7610,A
USGS,1570500,1985-08-02,9550,A
USGS,1570500,1985-08-03,9670,A
USGS,1570500,1985-08-04,8430,A
USGS,1570500,1985-08-05,7910,A
USGS,1570500,1985-08-06,7280,A
USGS,1570500,1985-08-07,6840,A
USGS,1570500,1985-08-08,6810,A
USGS,1570500,1985-08-09,6900,A
USGS,1570500,1985-08-10,7090,A
USGS,1570500,1985-08-11,8260,A
USGS,1570500,1985-08-12,8100,A
USGS,1570500,1985-08-13,7110,A
USGS,1570500,1985-08-14,6520,A
USGS,1570500,1985-08-15,6250,A
USGS,1570500,1985-08-16,5780,A
USGS,1570500,1985-08-17,5400,A
USGS,1570500,1985-08-18,5140,A
USGS,1570500,1985-08-19,5100,A
USGS,1570500,1985-08-20,5100,A
USGS,1570500,1985-08-21,5150,A
USGS,1570500,1985-08-22,5990,A
USGS,1570500,1985-08-23,6350,A
USGS,1570500,1985-08-24,4430,A
USGS,1570500,1985-08-25,4720,A
USGS,1570500,1985-08-26,4680,A
USGS,1570500,1985-08-27,4530,A
USGS,1570500,1985-08-28,5150,A
USGS,1570500,1985-08-29,7560,A
USGS,1570500,1985-08-30,6880,A
USGS,1570500,1985-08-31,6230,A
USGS,1570500,1985-09-01,6950,A
USGS,1570500,1985-09-02,9740,A
USGS,1570500,1985-09-03,8860,A
USGS,1570500,1985-09-04,8250,A
USGS,1570500,1985-09-05,7220,A
USGS,1570500,1985-09-06,6460,A
USGS,1570500,1985-09-07,5940,A
USGS,1570500,1985-09-08,5590,A
USGS,1570500,1985-09-09,5640,A
USGS,1570500,1985-09-10,5660,A
USGS,1570500,1985-09-11,6380,A
USGS,1570500,1985-09-12,7450,A
USGS,1570500,1985-09-13,10100,A
USGS,1570500,1985-09-14,10900,A
USGS,1570500,1985-09-15,9120,A
USGS,1570500,1985-09-16,7950,A
USGS,1570500,1985-09-17,7120,A
USGS,1570500,1985-09-18,6550,A
USGS,1570500,1985-09-19,6020,A
USGS,1570500,1985-09-20,5640,A
USGS,1570500,1985-09-21,5220,A
USGS,1570500,1985-09-22,4970,A
USGS,1570500,1985-09-23,4720,A
USGS,1570500,1985-09-24,4560,A
USGS,1570500,1985-09-25,4390,A
USGS,1570500,1985-09-26,4230,A
USGS,1570500,1985-09-27,5260,A
USGS,1570500,1985-09-28,5640,A
USGS,1570500,1985-09-29,35600,A
USGS,1570500,1985-09-30,30700,A
USGS,1570500,1985-10-01,35300,A
USGS,1570500,1985-10-02,28000,A
USGS,1570500,1985-10-03,21300,A
USGS,1570500,1985-10-04,18200,A
USGS,1570500,1985-10-05,16400,A
USGS,1570500,1985-10-06,14400,A
USGS,1570500,1985-10-07,13200,A
USGS,1570500,1985-10-08,11500,A
USGS,1570500,1985-10-09,10500,A
USGS,1570500,1985-10-10,9650,A
USGS,1570500,1985-10-11,9320,A
USGS,1570500,1985-10-12,8770,A
USGS,1570500,1985-10-13,8420,A
USGS,1570500,1985-10-14,7970,A
USGS,1570500,1985-10-15,7620,A
USGS,1570500,1985-10-16,7370,A
USGS,1570500,1985-10-17,7300,A
USGS,1570500,1985-10-18,7330,A
USGS,1570500,1985-10-19,7500,A
USGS,1570500,1985-10-20,8790,A
USGS,1570500,1985-10-21,9540,A
USGS,1570500,1985-10-22,8710,A
USGS,1570500,1985-10-23,8750,A
USGS,1570500,1985-10-24,10000,A
USGS,1570500,1985-10-25,10000,A
USGS,1570500,1985-10-26,9790,A
USGS,1570500,1985-10-27,9280,A
USGS,1570500,1985-10-28,8850,A
USGS,1570500,1985-10-29,9140,A
USGS,1570500,1985-10-30,9150,A
USGS,1570500,1985-10-31,8850,A
USGS,1570500,1985-11-01,8490,A
USGS,1570500,1985-11-02,8020,A
USGS,1570500,1985-11-03,7920,A
USGS,1570500,1985-11-04,8500,A
USGS,1570500,1985-11-05,11200,A
USGS,1570500,1985-11-06,16500,A
USGS,1570500,1985-11-07,22400,A
USGS,1570500,1985-11-08,21800,A
USGS,1570500,1985-11-09,19000,A
USGS,1570500,1985-11-10,16900,A
USGS,1570500,1985-11-11,15700,A
USGS,1570500,1985-11-12,14900,A
USGS,1570500,1985-11-13,16800,A
USGS,1570500,1985-11-14,25500,A
USGS,1570500,1985-11-15,37100,A
USGS,1570500,1985-11-16,50100,A
USGS,1570500,1985-11-17,106000,A
USGS,1570500,1985-11-18,157000,A
USGS,1570500,1985-11-19,137000,A
USGS,1570500,1985-11-20,100000,A
USGS,1570500,1985-11-21,73300,A
USGS,1570500,1985-11-22,59100,A
USGS,1570500,1985-11-23,54900,A
USGS,1570500,1985-11-24,48900,A
USGS,1570500,1985-11-25,44200,A
USGS,1570500,1985-11-26,40000,A
USGS,1570500,1985-11-27,42200,A
USGS,1570500,1985-11-28,58800,A
USGS,1570500,1985-11-29,106000,A
USGS,1570500,1985-11-30,127000,A
USGS,1570500,1985-12-01,107000,A
USGS,1570500,1985-12-02,94600,A
USGS,1570500,1985-12-03,98600,A
USGS,1570500,1985-12-04,100000,A
USGS,1570500,1985-12-05,91500,A
USGS,1570500,1985-12-06,74100,A
USGS,1570500,1985-12-07,61100,A
USGS,1570500,1985-12-08,52300,A
USGS,1570500,1985-12-09,45700,A
USGS,1570500,1985-12-10,41500,A
USGS,1570500,1985-12-11,38300,A
USGS,1570500,1985-12-12,36800,A
USGS,1570500,1985-12-13,41300,A
USGS,1570500,1985-12-14,49000,A
USGS,1570500,1985-12-15,55200,A
USGS,1570500,1985-12-16,50800,A
USGS,1570500,1985-12-17,45700,A
USGS,1570500,1985-12-18,41900,A
USGS,1570500,1985-12-19,37800,A
USGS,1570500,1985-12-20,32900,A
USGS,1570500,1985-12-21,29100,A
USGS,1570500,1985-12-22,23700,A
USGS,1570500,1985-12-23,23100,A
USGS,1570500,1985-12-24,24800,A
USGS,1570500,1985-12-25,24400,A
USGS,1570500,1985-12-26,20500,A
USGS,1570500,1985-12-27,17900,A
USGS,1570500,1985-12-28,18100,A
USGS,1570500,1985-12-29,18200,A
USGS,1570500,1985-12-30,13100,A
USGS,1570500,1985-12-31,13900,A
USGS,1570500,1986-01-01,15400,A
USGS,1570500,1986-01-02,14800,A
USGS,1570500,1986-01-03,16200,A
USGS,1570500,1986-01-04,17700,A
USGS,1570500,1986-01-05,16800,A
USGS,1570500,1986-01-06,17500,A
USGS,1570500,1986-01-07,15000,A
USGS,1570500,1986-01-08,12100,A
USGS,1570500,1986-01-09,9900,A
USGS,1570500,1986-01-10,10900,A
USGS,1570500,1986-01-11,11000,A
USGS,1570500,1986-01-12,12000,A
USGS,1570500,1986-01-13,12200,A
USGS,1570500,1986-01-14,13100,A
USGS,1570500,1986-01-15,10700,A
USGS,1570500,1986-01-16,9800,A
USGS,1570500,1986-01-17,8500,A
USGS,1570500,1986-01-18,8800,A
USGS,1570500,1986-01-19,11700,A
USGS,1570500,1986-01-20,14600,A
USGS,1570500,1986-01-21,18300,A
USGS,1570500,1986-01-22,57200,A
USGS,1570500,1986-01-23,102000,A
USGS,1570500,1986-01-24,82500,A
USGS,1570500,1986-01-25,65200,A
USGS,1570500,1986-01-26,52800,A
USGS,1570500,1986-01-27,48700,A
USGS,1570500,1986-01-28,44200,A
USGS,1570500,1986-01-29,32100,A
USGS,1570500,1986-01-30,23100,A
USGS,1570500,1986-01-31,24200,A
USGS,1570500,1986-02-01,23000,A
USGS,1570500,1986-02-02,22200,A
USGS,1570500,1986-02-03,22800,A
USGS,1570500,1986-02-04,27700,A
USGS,1570500,1986-02-05,32600,A
USGS,1570500,1986-02-06,48000,A
USGS,1570500,1986-02-07,62200,A
USGS,1570500,1986-02-08,63300,A
USGS,1570500,1986-02-09,55100,A
USGS,1570500,1986-02-10,46800,A
USGS,1570500,1986-02-11,41800,A
USGS,1570500,1986-02-12,38600,A
USGS,1570500,1986-02-13,33400,A
USGS,1570500,1986-02-14,28500,A
USGS,1570500,1986-02-15,26500,A
USGS,1570500,1986-02-16,25100,A
USGS,1570500,1986-02-17,23900,A
USGS,1570500,1986-02-18,24100,A
USGS,1570500,1986-02-19,31800,A
USGS,1570500,1986-02-20,48200,A
USGS,1570500,1986-02-21,74100,A
USGS,1570500,1986-02-22,137000,A
USGS,1570500,1986-02-23,166000,A
USGS,1570500,1986-02-24,137000,A
USGS,1570500,1986-02-25,100000,A
USGS,1570500,1986-02-26,79600,A
USGS,1570500,1986-02-27,64800,A
USGS,1570500,1986-02-28,53800,A
USGS,1570500,1986-03-01,47000,A
USGS,1570500,1986-03-02,41800,A
USGS,1570500,1986-03-03,38300,A
USGS,1570500,1986-03-04,35600,A
USGS,1570500,1986-03-05,33200,A
USGS,1570500,1986-03-06,31900,A
USGS,1570500,1986-03-07,31100,A
USGS,1570500,1986-03-08,29700,A
USGS,1570500,1986-03-09,27400,A
USGS,1570500,1986-03-10,24600,A
USGS,1570500,1986-03-11,26100,A
USGS,1570500,1986-03-12,49600,A
USGS,1570500,1986-03-13,96400,A
USGS,1570500,1986-03-14,101000,A
USGS,1570500,1986-03-15,210000,A
USGS,1570500,1986-03-16,346000,A
USGS,1570500,1986-03-17,302000,A
USGS,1570500,1986-03-18,235000,A
USGS,1570500,1986-03-19,185000,A
USGS,1570500,1986-03-20,150000,A
USGS,1570500,1986-03-21,121000,A
USGS,1570500,1986-03-22,107000,A
USGS,1570500,1986-03-23,90600,A
USGS,1570500,1986-03-24,77100,A
USGS,1570500,1986-03-25,64200,A
USGS,1570500,1986-03-26,55500,A
USGS,1570500,1986-03-27,50900,A
USGS,1570500,1986-03-28,46500,A
USGS,1570500,1986-03-29,44000,A
USGS,1570500,1986-03-30,43700,A
USGS,1570500,1986-03-31,42700,A
USGS,1570500,1986-04-01,39600,A
USGS,1570500,1986-04-02,36500,A
USGS,1570500,1986-04-03,33900,A
USGS,1570500,1986-04-04,31300,A
USGS,1570500,1986-04-05,29100,A
USGS,1570500,1986-04-06,27500,A
USGS,1570500,1986-04-07,27000,A
USGS,1570500,1986-04-08,28900,A
USGS,1570500,1986-04-09,32700,A
USGS,1570500,1986-04-10,33300,A
USGS,1570500,1986-04-11,32600,A
USGS,1570500,1986-04-12,31400,A
USGS,1570500,1986-04-13,29900,A
USGS,1570500,1986-04-14,28800,A
USGS,1570500,1986-04-15,28000,A
USGS,1570500,1986-04-16,32700,A
USGS,1570500,1986-04-17,74300,A
USGS,1570500,1986-04-18,160000,A
USGS,1570500,1986-04-19,170000,A
USGS,1570500,1986-04-20,122000,A
USGS,1570500,1986-04-21,89300,A
USGS,1570500,1986-04-22,71000,A
USGS,1570500,1986-04-23,60900,A
USGS,1570500,1986-04-24,54900,A
USGS,1570500,1986-04-25,49400,A
USGS,1570500,1986-04-26,44600,A
USGS,1570500,1986-04-27,40900,A
USGS,1570500,1986-04-28,37900,A
USGS,1570500,1986-04-29,34700,A
USGS,1570500,1986-04-30,32000,A
USGS,1570500,1986-05-01,29200,A
USGS,1570500,1986-05-02,27300,A
USGS,1570500,1986-05-03,25400,A
USGS,1570500,1986-05-04,23500,A
USGS,1570500,1986-05-05,21900,A
USGS,1570500,1986-05-06,20700,A
USGS,1570500,1986-05-07,19800,A
USGS,1570500,1986-05-08,18700,A
USGS,1570500,1986-05-09,17800,A
USGS,1570500,1986-05-10,16900,A
USGS,1570500,1986-05-11,16100,A
USGS,1570500,1986-05-12,15100,A
USGS,1570500,1986-05-13,14300,A
USGS,1570500,1986-05-14,13500,A
USGS,1570500,1986-05-15,12000,A
USGS,1570500,1986-05-16,11400,A
USGS,1570500,1986-05-17,12900,A
USGS,1570500,1986-05-18,13200,A
USGS,1570500,1986-05-19,12000,A
USGS,1570500,1986-05-20,14200,A
USGS,1570500,1986-05-21,15300,A
USGS,1570500,1986-05-22,41000,A
USGS,1570500,1986-05-23,54700,A
USGS,1570500,1986-05-24,57400,A
USGS,1570500,1986-05-25,48600,A
USGS,1570500,1986-05-26,40800,A
USGS,1570500,1986-05-27,33500,A
USGS,1570500,1986-05-28,28700,A
USGS,1570500,1986-05-29,25000,A
USGS,1570500,1986-05-30,20800,A
USGS,1570500,1986-05-31,19700,A
USGS,1570500,1986-06-01,17900,A
USGS,1570500,1986-06-02,16600,A
USGS,1570500,1986-06-03,15600,A
USGS,1570500,1986-06-04,13700,A
USGS,1570500,1986-06-05,13600,A
USGS,1570500,1986-06-06,14600,A
USGS,1570500,1986-06-07,23900,A
USGS,1570500,1986-06-08,45600,A
USGS,1570500,1986-06-09,48700,A
USGS,1570500,1986-06-10,44200,A
USGS,1570500,1986-06-11,37100,A
USGS,1570500,1986-06-12,30500,A
USGS,1570500,1986-06-13,34500,A
USGS,1570500,1986-06-14,56200,A
USGS,1570500,1986-06-15,58400,A
USGS,1570500,1986-06-16,49400,A
USGS,1570500,1986-06-17,41500,A
USGS,1570500,1986-06-18,36900,A
USGS,1570500,1986-06-19,34100,A
USGS,1570500,1986-06-20,30400,A
USGS,1570500,1986-06-21,27800,A
USGS,1570500,1986-06-22,24100,A
USGS,1570500,1986-06-23,20300,A
USGS,1570500,1986-06-24,18700,A
USGS,1570500,1986-06-25,17800,A
USGS,1570500,1986-06-26,17200,A
USGS,1570500,1986-06-27,15100,A
USGS,1570500,1986-06-28,13400,A
USGS,1570500,1986-06-29,13000,A
USGS,1570500,1986-06-30,12600,A
USGS,1570500,1986-07-01,12400,A
USGS,1570500,1986-07-02,11900,A
USGS,1570500,1986-07-03,11700,A
USGS,1570500,1986-07-04,12700,A
USGS,1570500,1986-07-05,13800,A
USGS,1570500,1986-07-06,13700,A
USGS,1570500,1986-07-07,12200,A
USGS,1570500,1986-07-08,11400,A
USGS,1570500,1986-07-09,10500,A
USGS,1570500,1986-07-10,9920,A
USGS,1570500,1986-07-11,10200,A
USGS,1570500,1986-07-12,10200,A
USGS,1570500,1986-07-13,12000,A
USGS,1570500,1986-07-14,11900,A
USGS,1570500,1986-07-15,11700,A
USGS,1570500,1986-07-16,13400,A
USGS,1570500,1986-07-17,15700,A
USGS,1570500,1986-07-18,16300,A
USGS,1570500,1986-07-19,15600,A
USGS,1570500,1986-07-20,16500,A
USGS,1570500,1986-07-21,22000,A
USGS,1570500,1986-07-22,29100,A
USGS,1570500,1986-07-23,30700,A
USGS,1570500,1986-07-24,26300,A
USGS,1570500,1986-07-25,20700,A
USGS,1570500,1986-07-26,16600,A
USGS,1570500,1986-07-27,16000,A
USGS,1570500,1986-07-28,16200,A
USGS,1570500,1986-07-29,13600,A
USGS,1570500,1986-07-30,12100,A
USGS,1570500,1986-07-31,12300,A
USGS,1570500,1986-08-01,12700,A
USGS,1570500,1986-08-02,14000,A
USGS,1570500,1986-08-03,28400,A
USGS,1570500,1986-08-04,33200,A
USGS,1570500,1986-08-05,30300,A
USGS,1570500,1986-08-06,25800,A
USGS,1570500,1986-08-07,22600,A
USGS,1570500,1986-08-08,18700,A
USGS,1570500,1986-08-09,16100,A
USGS,1570500,1986-08-10,14300,A
USGS,1570500,1986-08-11,14100,A
USGS,1570500,1986-08-12,14000,A
USGS,1570500,1986-08-13,15300,A
USGS,1570500,1986-08-14,17900,A
USGS,1570500,1986-08-15,14600,A
USGS,1570500,1986-08-16,13000,A
USGS,1570500,1986-08-17,12300,A
USGS,1570500,1986-08-18,11800,A
USGS,1570500,1986-08-19,10800,A
USGS,1570500,1986-08-20,10200,A
USGS,1570500,1986-08-21,13000,A
USGS,1570500,1986-08-22,13900,A
USGS,1570500,1986-08-23,13000,A
USGS,1570500,1986-08-24,13400,A
USGS,1570500,1986-08-25,13300,A
USGS,1570500,1986-08-26,13800,A
USGS,1570500,1986-08-27,12700,A
USGS,1570500,1986-08-28,11900,A
USGS,1570500,1986-08-29,10600,A
USGS,1570500,1986-08-30,9510,A
USGS,1570500,1986-08-31,8720,A
USGS,1570500,1986-09-01,8050,A
USGS,1570500,1986-09-02,7710,A
USGS,1570500,1986-09-03,7430,A
USGS,1570500,1986-09-04,7080,A
USGS,1570500,1986-09-05,6970,A
USGS,1570500,1986-09-06,6950,A
USGS,1570500,1986-09-07,6770,A
USGS,1570500,1986-09-08,6570,A
USGS,1570500,1986-09-09,6340,A
USGS,1570500,1986-09-10,6150,A
USGS,1570500,1986-09-11,5910,A
USGS,1570500,1986-09-12,5730,A
USGS,1570500,1986-09-13,5600,A
USGS,1570500,1986-09-14,5510,A
USGS,1570500,1986-09-15,5400,A
USGS,1570500,1986-09-16,5220,A
USGS,1570500,1986-09-17,5040,A
USGS,1570500,1986-09-18,4880,A
USGS,1570500,1986-09-19,5000,A
USGS,1570500,1986-09-20,5090,A
USGS,1570500,1986-09-21,5080,A
USGS,1570500,1986-09-22,5130,A
USGS,1570500,1986-09-23,5220,A
USGS,1570500,1986-09-24,5480,A
USGS,1570500,1986-09-25,6210,A
USGS,1570500,1986-09-26,6710,A
USGS,1570500,1986-09-27,6900,A
USGS,1570500,1986-09-28,8130,A
USGS,1570500,1986-09-29,10200,A
USGS,1570500,1986-09-30,10700,A
USGS,1570500,1986-10-01,11200,A
USGS,1570500,1986-10-02,10500,A
USGS,1570500,1986-10-03,9580,A
USGS,1570500,1986-10-04,9440,A
USGS,1570500,1986-10-05,11400,A
USGS,1570500,1986-10-06,21600,A
USGS,1570500,1986-10-07,30600,A
USGS,1570500,1986-10-08,31600,A
USGS,1570500,1986-10-09,26900,A
USGS,1570500,1986-10-10,22600,A
USGS,1570500,1986-10-11,19200,A
USGS,1570500,1986-10-12,16500,A
USGS,1570500,1986-10-13,14900,A
USGS,1570500,1986-10-14,14300,A
USGS,1570500,1986-10-15,13600,A
USGS,1570500,1986-10-16,13800,A
USGS,1570500,1986-10-17,13700,A
USGS,1570500,1986-10-18,14400,A
USGS,1570500,1986-10-19,14200,A
USGS,1570500,1986-10-20,13100,A
USGS,1570500,1986-10-21,12200,A
USGS,1570500,1986-10-22,11200,A
USGS,1570500,1986-10-23,11000,A
USGS,1570500,1986-10-24,10500,A
USGS,1570500,1986-10-25,10000,A
USGS,1570500,1986-10-26,10100,A
USGS,1570500,1986-10-27,9950,A
USGS,1570500,1986-10-28,10000,A
USGS,1570500,1986-10-29,10300,A
USGS,1570500,1986-10-30,10400,A
USGS,1570500,1986-10-31,10700,A
USGS,1570500,1986-11-01,11400,A
USGS,1570500,1986-11-02,11600,A
USGS,1570500,1986-11-03,11100,A
USGS,1570500,1986-11-04,10700,A
USGS,1570500,1986-11-05,11000,A
USGS,1570500,1986-11-06,11500,A
USGS,1570500,1986-11-07,12200,A
USGS,1570500,1986-11-08,13000,A
USGS,1570500,1986-11-09,15600,A
USGS,1570500,1986-11-10,30300,A
USGS,1570500,1986-11-11,53600,A
USGS,1570500,1986-11-12,56200,A
USGS,1570500,1986-11-13,49900,A
USGS,1570500,1986-11-14,43500,A
USGS,1570500,1986-11-15,39200,A
USGS,1570500,1986-11-16,34500,A
USGS,1570500,1986-11-17,30800,A
USGS,1570500,1986-11-18,28100,A
USGS,1570500,1986-11-19,28600,A
USGS,1570500,1986-11-20,34100,A
USGS,1570500,1986-11-21,42900,A
USGS,1570500,1986-11-22,62100,A
USGS,1570500,1986-11-23,65900,A
USGS,1570500,1986-11-24,64500,A
USGS,1570500,1986-11-25,58000,A
USGS,1570500,1986-11-26,56400,A
USGS,1570500,1986-11-27,83200,A
USGS,1570500,1986-11-28,161000,A
USGS,1570500,1986-11-29,165000,A
