agency_cd,site_no,datetime,119381_00060_00003,119381_00060_00003_cd
USGS,1570500,1996-03-25,77400,A
USGS,1570500,1996-03-26,64300,A
USGS,1570500,1996-03-27,56900,A
USGS,1570500,1996-03-28,53600,A
USGS,1570500,1996-03-29,55200,A
USGS,1570500,1996-03-30,57600,A
USGS,1570500,1996-03-31,55400,A
USGS,1570500,1996-04-01,52600,A
USGS,1570500,1996-04-02,57300,A
USGS,1570500,1996-04-03,62800,A
USGS,1570500,1996-04-04,60100,A
USGS,1570500,1996-04-05,56000,A
USGS,1570500,1996-04-06,53800,A
USGS,1570500,1996-04-07,51900,A
USGS,1570500,1996-04-08,50900,A
USGS,1570500,1996-04-09,49900,A
USGS,1570500,1996-04-10,48700,A
USGS,1570500,1996-04-11,47300,A
USGS,1570500,1996-04-12,44800,A
USGS,1570500,1996-04-13,42600,A
USGS,1570500,1996-04-14,43400,A
USGS,1570500,1996-04-15,83000,A
USGS,1570500,1996-04-16,131000,A
USGS,1570500,1996-04-17,149000,A
USGS,1570500,1996-04-18,139000,A
USGS,1570500,1996-04-19,111000,A
USGS,1570500,1996-04-20,89900,A
USGS,1570500,1996-04-21,75000,A
USGS,1570500,1996-04-22,63700,A
USGS,1570500,1996-04-23,56000,A
USGS,1570500,1996-04-24,51300,A
USGS,1570500,1996-04-25,49300,A
USGS,1570500,1996-04-26,48300,A
USGS,1570500,1996-04-27,50200,A
USGS,1570500,1996-04-28,49800,A
USGS,1570500,1996-04-29,46500,A
USGS,1570500,1996-04-30,47900,A
USGS,1570500,1996-05-01,80800,A
USGS,1570500,1996-05-02,146000,A
USGS,1570500,1996-05-03,144000,A
USGS,1570500,1996-05-04,111000,A
USGS,1570500,1996-05-05,85200,A
USGS,1570500,1996-05-06,72200,A
USGS,1570500,1996-05-07,65800,A
USGS,1570500,1996-05-08,63100,A
USGS,1570500,1996-05-09,61000,A
USGS,1570500,1996-05-10,58600,A
USGS,1570500,1996-05-11,63100,A
USGS,1570500,1996-05-12,98100,A
USGS,1570500,1996-05-13,172000,A
USGS,1570500,1996-05-14,185000,A
USGS,1570500,1996-05-15,146000,A
USGS,1570500,1996-05-16,116000,A
USGS,1570500,1996-05-17,92300,A
USGS,1570500,1996-05-18,74700,A
USGS,1570500,1996-05-19,63100,A
USGS,1570500,1996-05-20,54400,A
USGS,1570500,1996-05-21,47800,A
USGS,1570500,1996-05-22,44100,A
USGS,1570500,1996-05-23,41200,A
USGS,1570500,1996-05-24,38600,A
USGS,1570500,1996-05-25,36500,A
USGS,1570500,1996-05-26,32700,A
USGS,1570500,1996-05-27,29600,A
USGS,1570500,1996-05-28,26000,A
USGS,1570500,1996-05-29,28000,A
USGS,1570500,1996-05-30,29000,A
USGS,1570500,1996-05-31,28600,A
USGS,1570500,1996-06-01,26600,A
USGS,1570500,1996-06-02,23100,A
USGS,1570500,1996-06-03,20700,A
USGS,1570500,1996-06-04,19000,A
USGS,1570500,1996-06-05,18000,A
USGS,1570500,1996-06-06,16900,A
USGS,1570500,1996-06-07,16200,A
USGS,1570500,1996-06-08,15400,A
USGS,1570500,1996-06-09,15700,A
USGS,1570500,1996-06-10,17200,A
USGS,1570500,1996-06-11,18500,A
USGS,1570500,1996-06-12,21100,A
USGS,1570500,1996-06-13,26700,A
USGS,1570500,1996-06-14,26200,A
USGS,1570500,1996-06-15,23200,A
USGS,1570500,1996-06-16,20700,A
USGS,1570500,1996-06-17,20500,A
USGS,1570500,1996-06-18,19400,A
USGS,1570500,1996-06-19,19300,A
USGS,1570500,1996-06-20,27200,A
USGS,1570500,1996-06-21,42000,A
USGS,1570500,1996-06-22,38800,A
USGS,1570500,1996-06-23,30000,A
USGS,1570500,1996-06-24,29100,A
USGS,1570500,1996-06-25,36100,A
USGS,1570500,1996-06-26,31500,A
USGS,1570500,1996-06-27,27200,A
USGS,1570500,1996-06-28,22400,A
USGS,1570500,1996-06-29,20000,A
USGS,1570500,1996-06-30,19000,A
USGS,1570500,1996-07-01,20400,A
USGS,1570500,1996-07-02,20700,A
USGS,1570500,1996-07-03,19700,A
USGS,1570500,1996-07-04,21200,A
USGS,1570500,1996-07-05,21600,A
USGS,1570500,1996-07-06,19100,A
USGS,1570500,1996-07-07,18000,A
USGS,1570500,1996-07-08,17400,A
USGS,1570500,1996-07-09,17700,A
USGS,1570500,1996-07-10,18000,A
USGS,1570500,1996-07-11,15800,A
USGS,1570500,1996-07-12,13900,A
USGS,1570500,1996-07-13,13500,A
USGS,1570500,1996-07-14,13400,A
USGS,1570500,1996-07-15,18600,A
USGS,1570500,1996-07-16,19600,A
USGS,1570500,1996-07-17,19700,A
USGS,1570500,1996-07-18,26800,A
USGS,1570500,1996-07-19,25900,A
USGS,1570500,1996-07-20,30300,A
USGS,1570500,1996-07-21,40800,A
USGS,1570500,1996-07-22,39600,A
USGS,1570500,1996-07-23,31200,A
USGS,1570500,1996-07-24,26300,A
USGS,1570500,1996-07-25,23900,A
USGS,1570500,1996-07-26,21400,A
USGS,1570500,1996-07-27,20300,A
USGS,1570500,1996-07-28,18900,A
USGS,1570500,1996-07-29,18400,A
USGS,1570500,1996-07-30,20200,A
USGS,1570500,1996-07-31,21500,A
USGS,1570500,1996-08-01,21100,A
USGS,1570500,1996-08-02,19600,A
USGS,1570500,1996-08-03,18200,A
USGS,1570500,1996-08-04,16500,A
USGS,1570500,1996-08-05,16000,A
USGS,1570500,1996-08-06,17300,A
USGS,1570500,1996-08-07,16200,A
USGS,1570500,1996-08-08,14200,A
USGS,1570500,1996-08-09,13300,A
USGS,1570500,1996-08-10,13000,A
USGS,1570500,1996-08-11,14500,A
USGS,1570500,1996-08-12,13900,A
USGS,1570500,1996-08-13,17800,A
USGS,1570500,1996-08-14,17100,A
USGS,1570500,1996-08-15,15300,A
USGS,1570500,1996-08-16,14300,A
USGS,1570500,1996-08-17,13700,A
USGS,1570500,1996-08-18,12800,A
USGS,1570500,1996-08-19,11800,A
USGS,1570500,1996-08-20,10800,A
USGS,1570500,1996-08-21,10500,A
USGS,1570500,1996-08-22,10800,A
USGS,1570500,1996-08-23,11000,A
USGS,1570500,1996-08-24,10900,A
USGS,1570500,1996-08-25,10200,A
USGS,1570500,1996-08-26,11100,A
USGS,1570500,1996-08-27,9870,A
USGS,1570500,1996-08-28,9230,A
USGS,1570500,1996-08-29,9470,A
USGS,1570500,1996-08-30,8760,A
USGS,1570500,1996-08-31,8180,A
USGS,1570500,1996-09-01,7770,A
USGS,1570500,1996-09-02,7470,A
USGS,1570500,1996-09-03,7100,A
USGS,1570500,1996-09-04,7030,A
USGS,1570500,1996-09-05,7350,A
USGS,1570500,1996-09-06,7560,A
USGS,1570500,1996-09-07,34100,A
USGS,1570500,1996-09-08,63500,A
USGS,1570500,1996-09-09,40300,A
USGS,1570500,1996-09-10,38300,A
USGS,1570500,1996-09-11,26200,A
USGS,1570500,1996-09-12,21200,A
USGS,1570500,1996-09-13,31900,A
USGS,1570500,1996-09-14,73600,A
USGS,1570500,1996-09-15,64200,A
USGS,1570500,1996-09-16,50800,A
USGS,1570500,1996-09-17,49000,A
USGS,1570500,1996-09-18,73900,A
USGS,1570500,1996-09-19,86800,A
USGS,1570500,1996-09-20,72300,A
USGS,1570500,1996-09-21,57900,A
USGS,1570500,1996-09-22,46700,A
USGS,1570500,1996-09-23,37600,A
USGS,1570500,1996-09-24,31400,A
USGS,1570500,1996-09-25,26300,A
USGS,1570500,1996-09-26,23400,A
USGS,1570500,1996-09-27,21800,A
USGS,1570500,1996-09-28,20700,A
USGS,1570500,1996-09-29,21100,A
USGS,1570500,1996-09-30,25900,A
USGS,1570500,1996-10-01,30500,A
USGS,1570500,1996-10-02,30300,A
USGS,1570500,1996-10-03,29600,A
USGS,1570500,1996-10-04,25300,A
USGS,1570500,1996-10-05,22400,A
USGS,1570500,1996-10-06,19800,A
USGS,1570500,1996-10-07,18000,A
USGS,1570500,1996-10-08,17300,A
USGS,1570500,1996-10-09,19000,A
USGS,1570500,1996-10-10,16300,A
USGS,1570500,1996-10-11,15500,A
USGS,1570500,1996-10-12,14900,A
USGS,1570500,1996-10-13,14300,A
USGS,1570500,1996-10-14,13700,A
USGS,1570500,1996-10-15,13000,A
USGS,1570500,1996-10-16,12900,A
USGS,1570500,1996-10-17,12600,A
USGS,1570500,1996-10-18,12500,A
USGS,1570500,1996-10-19,28700,A
USGS,1570500,1996-10-20,121000,A
USGS,1570500,1996-10-21,178000,A
USGS,1570500,1996-10-22,169000,A
USGS,1570500,1996-10-23,130000,A
USGS,1570500,1996-10-24,102000,A
USGS,1570500,1996-10-25,79500,A
USGS,1570500,1996-10-26,64400,A
USGS,1570500,1996-10-27,52700,A
USGS,1570500,1996-10-28,45500,A
USGS,1570500,1996-10-29,39200,A
USGS,1570500,1996-10-30,35200,A
USGS,1570500,1996-10-31,31900,A
USGS,1570500,1996-11-01,29700,A
USGS,1570500,1996-11-02,27900,A
USGS,1570500,1996-11-03,26200,A
USGS,1570500,1996-11-04,24900,A
USGS,1570500,1996-11-05,23300,A
USGS,1570500,1996-11-06,21900,A
USGS,1570500,1996-11-07,20700,A
USGS,1570500,1996-11-08,20600,A
USGS,1570500,1996-11-09,67100,A
USGS,1570500,1996-11-10,236000,A
USGS,1570500,1996-11-11,241000,A
USGS,1570500,1996-11-12,179000,A
USGS,1570500,1996-11-13,138000,A
USGS,1570500,1996-11-14,106000,A
USGS,1570500,1996-11-15,80600,A
USGS,1570500,1996-11-16,64800,A
USGS,1570500,1996-11-17,53300,A
USGS,1570500,1996-11-18,47500,A
USGS,1570500,1996-11-19,41000,A
USGS,1570500,1996-11-20,35600,A
USGS,1570500,1996-11-21,34400,A
USGS,1570500,1996-11-22,34300,A
USGS,1570500,1996-11-23,33500,A
USGS,1570500,1996-11-24,31200,A
USGS,1570500,1996-11-25,28800,A
USGS,1570500,1996-11-26,29100,A
USGS,1570500,1996-11-27,31500,A
USGS,1570500,1996-11-28,38200,A
USGS,1570500,1996-11-29,47700,A
USGS,1570500,1996-11-30,46000,A
USGS,1570500,1996-12-01,44400,A
USGS,1570500,1996-12-02,124000,A
USGS,1570500,1996-12-03,246000,A
USGS,1570500,1996-12-04,236000,A
USGS,1570500,1996-12-05,182000,A
USGS,1570500,1996-12-06,137000,A
USGS,1570500,1996-12-07,113000,A
USGS,1570500,1996-12-08,91400,A
USGS,1570500,1996-12-09,76500,A
USGS,1570500,1996-12-10,65600,A
USGS,1570500,1996-12-11,54600,A
USGS,1570500,1996-12-12,50400,A
USGS,1570500,1996-12-13,64900,A
USGS,1570500,1996-12-14,177000,A
USGS,1570500,1996-12-15,220000,A
USGS,1570500,1996-12-16,187000,A
USGS,1570500,1996-12-17,141000,A
USGS,1570500,1996-12-18,112000,A
USGS,1570500,1996-12-19,94400,A
USGS,1570500,1996-12-20,80800,A
USGS,1570500,1996-12-21,68500,A
USGS,1570500,1996-12-22,57500,A
USGS,1570500,1996-12-23,49800,A
USGS,1570500,1996-12-24,45400,A
USGS,1570500,1996-12-25,44900,A
USGS,1570500,1996-12-26,50100,A
USGS,1570500,1996-12-27,51900,A
USGS,1570500,1996-12-28,52200,A
USGS,1570500,1996-12-29,49900,A
USGS,1570500,1996-12-30,48300,A
USGS,1570500,1996-12-31,48600,A
USGS,1570500,1997-01-01,48300,A
USGS,1570500,1997-01-02,46800,A
USGS,1570500,1997-01-03,43700,A
USGS,1570500,1997-01-04,40600,A
USGS,1570500,1997-01-05,39200,A
USGS,1570500,1997-01-06,39900,A
USGS,1570500,1997-01-07,41200,A
USGS,1570500,1997-01-08,40800,A
USGS,1570500,1997-01-09,39100,A
USGS,1570500,1997-01-10,36300,A
USGS,1570500,1997-01-11,33000,A:e
USGS,1570500,1997-01-12,28000,A:e
USGS,1570500,1997-01-13,24000,A:e
USGS,1570500,1997-01-14,21000,A:e
USGS,1570500,1997-01-15,23000,A:e
USGS,1570500,1997-01-16,23000,A:e
USGS,1570500,1997-01-17,21000,A:e
USGS,1570500,1997-01-18,17000,A:e
USGS,1570500,1997-01-19,15000,A:e
USGS,1570500,1997-01-20,14000,A:e
USGS,1570500,1997-01-21,13000,A:e
USGS,1570500,1997-01-22,16000,A:e
USGS,1570500,1997-01-23,18000,A:e
USGS,1570500,1997-01-24,21000,A:e
USGS,1570500,1997-01-25,24000,A:e
USGS,1570500,1997-01-26,30000,A:e
USGS,1570500,1997-01-27,30000,A:e
USGS,1570500,1997-01-28,29000,A:e
USGS,1570500,1997-01-29,30000,A:e
USGS,1570500,1997-01-30,28000,A:e
USGS,1570500,1997-01-31,26000,A:e
USGS,1570500,1997-02-01,25000,A:e
USGS,1570500,1997-02-02,25000,A:e
USGS,1570500,1997-02-03,26000,A:e
USGS,1570500,1997-02-04,28000,A:e
USGS,1570500,1997-02-05,32000,A:e
USGS,1570500,1997-02-06,46000,A:e
USGS,1570500,1997-02-07,55000,A:e
USGS,1570500,1997-02-08,53000,A:e
USGS,1570500,1997-02-09,48000,A:e
USGS,1570500,1997-02-10,38000,A:e
USGS,1570500,1997-02-11,33000,A:e
USGS,1570500,1997-02-12,29300,A
USGS,1570500,1997-02-13,26900,A
USGS,1570500,1997-02-14,25300,A
USGS,1570500,1997-02-15,23500,A
USGS,1570500,1997-02-16,22600,A
USGS,1570500,1997-02-17,21800,A
USGS,1570500,1997-02-18,21200,A
USGS,1570500,1997-02-19,20600,A
USGS,1570500,1997-02-20,24400,A
USGS,1570500,1997-02-21,36600,A
USGS,1570500,1997-02-22,56000,A
USGS,1570500,1997-02-23,83900,A
USGS,1570500,1997-02-24,110000,A
USGS,1570500,1997-02-25,103000,A
USGS,1570500,1997-02-26,83500,A
USGS,1570500,1997-02-27,66900,A
USGS,1570500,1997-02-28,55800,A
USGS,1570500,1997-03-01,62500,A
USGS,1570500,1997-03-02,90200,A
USGS,1570500,1997-03-03,83700,A
USGS,1570500,1997-03-04,82500,A
USGS,1570500,1997-03-05,83800,A
USGS,1570500,1997-03-06,81500,A
USGS,1570500,1997-03-07,102000,A
USGS,1570500,1997-03-08,131000,A
USGS,1570500,1997-03-09,113000,A
USGS,1570500,1997-03-10,89900,A
USGS,1570500,1997-03-11,73500,A
USGS,1570500,1997-03-12,63000,A
USGS,1570500,1997-03-13,57500,A
USGS,1570500,1997-03-14,54000,A
USGS,1570500,1997-03-15,62000,A
USGS,1570500,1997-03-16,68600,A
USGS,1570500,1997-03-17,66800,A
USGS,1570500,1997-03-18,59900,A
USGS,1570500,1997-03-19,53100,A
USGS,1570500,1997-03-20,48000,A
USGS,1570500,1997-03-21,44800,A
USGS,1570500,1997-03-22,42800,A
USGS,1570500,1997-03-23,41200,A
USGS,1570500,1997-03-24,41000,A
USGS,1570500,1997-03-25,41600,A
USGS,1570500,1997-03-26,41700,A
USGS,1570500,1997-03-27,44500,A
USGS,1570500,1997-03-28,57200,A
USGS,1570500,1997-03-29,67300,A
USGS,1570500,1997-03-30,62500,A
USGS,1570500,1997-03-31,60200,A
USGS,1570500,1997-04-01,65100,A
USGS,1570500,1997-04-02,69700,A
USGS,1570500,1997-04-03,69400,A
USGS,1570500,1997-04-04,65900,A
USGS,1570500,1997-04-05,62800,A
USGS,1570500,1997-04-06,58700,A
USGS,1570500,1997-04-07,55800,A
USGS,1570500,1997-04-08,51700,A
USGS,1570500,1997-04-09,46900,A
USGS,1570500,1997-04-10,42400,A
USGS,1570500,1997-04-11,38000,A
USGS,1570500,1997-04-12,34100,A
USGS,1570500,1997-04-13,31900,A
USGS,1570500,1997-04-14,30900,A
USGS,1570500,1997-04-15,30800,A
USGS,1570500,1997-04-16,30600,A
USGS,1570500,1997-04-17,29300,A
USGS,1570500,1997-04-18,27600,A
USGS,1570500,1997-04-19,25800,A
USGS,1570500,1997-04-20,24700,A
USGS,1570500,1997-04-21,23900,A
USGS,1570500,1997-04-22,22800,A
USGS,1570500,1997-04-23,22000,A
USGS,1570500,1997-04-24,21500,A
USGS,1570500,1997-04-25,20800,A
USGS,1570500,1997-04-26,20400,A
USGS,1570500,1997-04-27,19400,A
USGS,1570500,1997-04-28,19000,A
USGS,1570500,1997-04-29,19100,A
USGS,1570500,1997-04-30,19600,A
USGS,1570500,1997-05-01,20700,A
USGS,1570500,1997-05-02,23500,A
USGS,1570500,1997-05-03,24500,A
USGS,1570500,1997-05-04,23700,A
USGS,1570500,1997-05-05,26200,A
USGS,1570500,1997-05-06,28800,A
USGS,1570500,1997-05-07,30900,A
USGS,1570500,1997-05-08,31100,A
USGS,1570500,1997-05-09,28900,A
USGS,1570500,1997-05-10,26700,A
USGS,1570500,1997-05-11,26300,A
USGS,1570500,1997-05-12,25400,A
USGS,1570500,1997-05-13,22900,A
USGS,1570500,1997-05-14,22800,A
USGS,1570500,1997-05-15,23400,A
USGS,1570500,1997-05-16,21700,A
USGS,1570500,1997-05-17,20800,A
USGS,1570500,1997-05-18,19600,A
USGS,1570500,1997-05-19,19000,A
USGS,1570500,1997-05-20,18800,A
USGS,1570500,1997-05-21,21700,A
USGS,1570500,1997-05-22,36400,A
USGS,1570500,1997-05-23,41600,A
USGS,1570500,1997-05-24,35500,A
USGS,1570500,1997-05-25,31400,A
USGS,1570500,1997-05-26,33000,A
USGS,1570500,1997-05-27,48200,A
USGS,1570500,1997-05-28,46600,A
USGS,1570500,1997-05-29,42800,A
USGS,1570500,1997-05-30,33100,A
USGS,1570500,1997-05-31,28600,A
USGS,1570500,1997-06-01,26100,A
USGS,1570500,1997-06-02,25500,A
USGS,1570500,1997-06-03,34400,A
USGS,1570500,1997-06-04,42100,A
USGS,1570500,1997-06-05,48000,A
USGS,1570500,1997-06-06,47300,A
USGS,1570500,1997-06-07,39800,A
USGS,1570500,1997-06-08,31600,A
USGS,1570500,1997-06-09,27600,A
USGS,1570500,1997-06-10,24300,A
USGS,1570500,1997-06-11,21800,A
USGS,1570500,1997-06-12,19800,A
USGS,1570500,1997-06-13,18400,A
USGS,1570500,1997-06-14,18200,A
USGS,1570500,1997-06-15,17500,A
USGS,1570500,1997-06-16,16200,A
USGS,1570500,1997-06-17,15600,A
USGS,1570500,1997-06-18,15000,A
USGS,1570500,1997-06-19,15000,A
USGS,1570500,1997-06-20,17700,A
USGS,1570500,1997-06-21,17100,A
USGS,1570500,1997-06-22,16000,A
USGS,1570500,1997-06-23,15700,A
USGS,1570500,1997-06-24,14300,A
USGS,1570500,1997-06-25,12700,A
USGS,1570500,1997-06-26,12000,A
USGS,1570500,1997-06-27,11700,A
USGS,1570500,1997-06-28,11500,A
USGS,1570500,1997-06-29,11100,A
USGS,1570500,1997-06-30,10800,A
USGS,1570500,1997-07-01,10500,A
USGS,1570500,1997-07-02,10500,A
USGS,1570500,1997-07-03,10000,A
USGS,1570500,1997-07-04,9480,A
USGS,1570500,1997-07-05,9200,A
USGS,1570500,1997-07-06,8780,A
USGS,1570500,1997-07-07,8000,A
USGS,1570500,1997-07-08,7570,A
USGS,1570500,1997-07-09,7170,A
USGS,1570500,1997-07-10,7190,A
USGS,1570500,1997-07-11,6990,A
USGS,1570500,1997-07-12,6760,A
USGS,1570500,1997-07-13,6890,A
USGS,1570500,1997-07-14,7520,A
USGS,1570500,1997-07-15,7930,A
USGS,1570500,1997-07-16,7300,A
USGS,1570500,1997-07-17,6860,A
USGS,1570500,1997-07-18,6600,A
USGS,1570500,1997-07-19,6420,A
USGS,1570500,1997-07-20,6070,A
USGS,1570500,1997-07-21,6020,A
USGS,1570500,1997-07-22,5780,A
USGS,1570500,1997-07-23,6780,A
USGS,1570500,1997-07-24,9670,A
USGS,1570500,1997-07-25,10900,A
USGS,1570500,1997-07-26,9190,A
USGS,1570500,1997-07-27,7680,A
USGS,1570500,1997-07-28,6910,A
USGS,1570500,1997-07-29,6530,A
USGS,1570500,1997-07-30,6380,A
USGS,1570500,1997-07-31,5990,A
USGS,1570500,1997-08-01,5580,A
USGS,1570500,1997-08-02,5470,A
USGS,1570500,1997-08-03,5300,A
USGS,1570500,1997-08-04,5270,A
USGS,1570500,1997-08-05,5260,A
USGS,1570500,1997-08-06,5460,A
USGS,1570500,1997-08-07,5330,A
USGS,1570500,1997-08-08,5270,A
USGS,1570500,1997-08-09,5090,A
USGS,1570500,1997-08-10,5000,A
USGS,1570500,1997-08-11,4840,A
USGS,1570500,1997-08-12,4640,A
USGS,1570500,1997-08-13,4770,A
USGS,1570500,1997-08-14,4960,A
USGS,1570500,1997-08-15,5270,A
USGS,1570500,1997-08-16,5840,A
USGS,1570500,1997-08-17,6950,A
USGS,1570500,1997-08-18,7130,A
USGS,1570500,1997-08-19,8320,A
USGS,1570500,1997-08-20,11400,A
USGS,1570500,1997-08-21,12700,A
USGS,1570500,1997-08-22,13800,A
USGS,1570500,1997-08-23,12600,A
USGS,1570500,1997-08-24,10700,A
USGS,1570500,1997-08-25,9520,A
USGS,1570500,1997-08-26,8510,A
USGS,1570500,1997-08-27,7670,A
USGS,1570500,1997-08-28,7240,A
USGS,1570500,1997-08-29,7390,A
USGS,1570500,1997-08-30,7170,A
USGS,1570500,1997-08-31,6760,A
USGS,1570500,1997-09-01,6610,A
USGS,1570500,1997-09-02,6620,A
USGS,1570500,1997-09-03,6750,A
USGS,1570500,1997-09-04,6540,A
USGS,1570500,1997-09-05,6180,A
USGS,1570500,1997-09-06,6030,A
USGS,1570500,1997-09-07,5790,A
USGS,1570500,1997-09-08,5550,A
USGS,1570500,1997-09-09,5510,A
USGS,1570500,1997-09-10,5490,A
USGS,1570500,1997-09-11,12500,A
USGS,1570500,1997-09-12,15600,A
USGS,1570500,1997-09-13,12500,A
USGS,1570500,1997-09-14,11200,A
USGS,1570500,1997-09-15,10000,A
USGS,1570500,1997-09-16,9130,A
USGS,1570500,1997-09-17,8140,A
USGS,1570500,1997-09-18,7400,A
USGS,1570500,1997-09-19,7000,A
USGS,1570500,1997-09-20,6650,A
USGS,1570500,1997-09-21,6290,A
USGS,1570500,1997-09-22,6130,A
USGS,1570500,1997-09-23,5970,A
USGS,1570500,1997-09-24,5790,A
USGS,1570500,1997-09-25,5790,A
USGS,1570500,1997-09-26,5730,A
USGS,1570500,1997-09-27,5650,A
USGS,1570500,1997-09-28,5480,A
USGS,1570500,1997-09-29,5650,A
USGS,1570500,1997-09-30,7050,A
USGS,1570500,1997-10-01,9870,A
USGS,1570500,1997-10-02,10300,A
USGS,1570500,1997-10-03,11000,A
USGS,1570500,1997-10-04,9060,A
USGS,1570500,1997-10-05,8760,A
USGS,1570500,1997-10-06,8390,A
USGS,1570500,1997-10-07,11400,A
USGS,1570500,1997-10-08,8650,A
USGS,1570500,1997-10-09,7270,A
USGS,1570500,1997-10-10,6840,A
USGS,1570500,1997-10-11,6580,A
USGS,1570500,1997-10-12,6360,A
USGS,1570500,1997-10-13,6060,A
USGS,1570500,1997-10-14,5910,A
USGS,1570500,1997-10-15,5900,A
USGS,1570500,1997-10-16,5670,A
USGS,1570500,1997-10-17,5550,A
USGS,1570500,1997-10-18,5450,A
USGS,1570500,1997-10-19,5410,A
USGS,1570500,1997-10-20,5300,A
USGS,1570500,1997-10-21,5200,A
USGS,1570500,1997-10-22,5090,A
USGS,1570500,1997-10-23,5060,A
USGS,1570500,1997-10-24,4940,A
USGS,1570500,1997-10-25,5430,A
USGS,1570500,1997-10-26,5470,A
USGS,1570500,1997-10-27,5630,A
USGS,1570500,1997-10-28,5680,A
USGS,1570500,1997-10-29,5740,A
USGS,1570500,1997-10-30,5750,A
USGS,1570500,1997-10-31,5790,A
USGS,1570500,1997-11-01,5900,A
USGS,1570500,1997-11-02,6520,A
USGS,1570500,1997-11-03,12700,A
USGS,1570500,1997-11-04,19500,A
USGS,1570500,1997-11-05,23500,A
USGS,1570500,1997-11-06,22400,A
USGS,1570500,1997-11-07,23100,A
USGS,1570500,1997-11-08,40800,A
USGS,1570500,1997-11-09,87400,A
USGS,1570500,1997-11-10,87200,A
USGS,1570500,1997-11-11,83800,A
USGS,1570500,1997-11-12,72000,A
USGS,1570500,1997-11-13,61100,A
USGS,1570500,1997-11-14,52800,A
USGS,1570500,1997-11-15,45900,A
USGS,1570500,1997-11-16,39100,A
USGS,1570500,1997-11-17,35000,A
USGS,1570500,1997-11-18,30500,A
USGS,1570500,1997-11-19,26700,A
USGS,1570500,1997-11-20,23700,A
USGS,1570500,1997-11-21,21200,A
USGS,1570500,1997-11-22,21000,A
USGS,1570500,1997-11-23,24400,A
USGS,1570500,1997-11-24,29100,A
USGS,1570500,1997-11-25,33000,A
USGS,1570500,1997-11-26,35500,A
USGS,1570500,1997-11-27,33500,A
USGS,1570500,1997-11-28,31200,A
USGS,1570500,1997-11-29,30200,A
USGS,1570500,1997-11-30,31600,A
USGS,1570500,1997-12-01,37700,A
USGS,1570500,1997-12-02,44000,A
USGS,1570500,1997-12-03,46500,A
USGS,1570500,1997-12-04,45200,A
USGS,1570500,1997-12-05,39600,A
USGS,1570500,1997-12-06,36100,A
USGS,1570500,1997-12-07,33500,A
USGS,1570500,1997-12-08,31900,A
USGS,1570500,1997-12-09,29900,A
USGS,1570500,1997-12-10,27900,A
USGS,1570500,1997-12-11,26500,A
USGS,1570500,1997-12-12,25200,A
USGS,1570500,1997-12-13,24900,A
USGS,1570500,1997-12-14,24300,A
USGS,1570500,1997-12-15,23700,A
USGS,1570500,1997-12-16,22000,A
USGS,1570500,1997-12-17,20600,A
USGS,1570500,1997-12-18,19300,A
USGS,1570500,1997-12-19,18300,A
USGS,1570500,1997-12-20,17700,A
USGS,1570500,1997-12-21,17100,A
USGS,1570500,1997-12-22,16800,A
USGS,1570500,1997-12-23,16800,A
USGS,1570500,1997-12-24,16900,A
USGS,1570500,1997-12-25,18600,A
USGS,1570500,1997-12-26,22200,A
USGS,1570500,1997-12-27,26000,A
USGS,1570500,1997-12-28,30600,A
USGS,1570500,1997-12-29,34300,A
USGS,1570500,1997-12-30,34500,A
USGS,1570500,1997-12-31,32800,A
USGS,1570500,1998-01-01,30000,A
USGS,1570500,1998-01-02,24300,A
USGS,1570500,1998-01-03,22900,A
USGS,1570500,1998-01-04,22900,A
USGS,1570500,1998-01-05,27300,A
USGS,1570500,1998-01-06,42400,A
USGS,1570500,1998-01-07,72300,A
USGS,1570500,1998-01-08,111000,A
USGS,1570500,1998-01-09,253000,A
USGS,1570500,1998-01-10,309000,A
USGS,1570500,1998-01-11,248000,A
USGS,1570500,1998-01-12,188000,A
USGS,1570500,1998-01-13,151000,A
USGS,1570500,1998-01-14,121000,A
USGS,1570500,1998-01-15,95700,A
USGS,1570500,1998-01-16,82100,A
USGS,1570500,1998-01-17,80300,A
USGS,1570500,1998-01-18,73100,A
USGS,1570500,1998-01-19,65000,A
USGS,1570500,1998-01-20,57500,A
USGS,1570500,1998-01-21,51100,A
USGS,1570500,1998-01-22,46100,A
USGS,1570500,1998-01-23,42900,A
USGS,1570500,1998-01-24,46700,A
USGS,1570500,1998-01-25,49600,A
USGS,1570500,1998-01-26,47100,A
USGS,1570500,1998-01-27,43300,A
USGS,1570500,1998-01-28,41400,A
USGS,1570500,1998-01-29,40000,A
USGS,1570500,1998-01-30,38200,A
USGS,1570500,1998-01-31,37600,A
USGS,1570500,1998-02-01,37600,A
USGS,1570500,1998-02-02,36500,A
USGS,1570500,1998-02-03,35000,A
USGS,1570500,1998-02-04,32800,A
USGS,1570500,1998-02-05,39100,A
USGS,1570500,1998-02-06,56700,A
USGS,1570500,1998-02-07,52500,A
USGS,1570500,1998-02-08,46400,A
USGS,1570500,1998-02-09,40100,A
USGS,1570500,1998-02-10,35200,A
USGS,1570500,1998-02-11,32400,A
USGS,1570500,1998-02-12,33800,A
USGS,1570500,1998-02-13,39600,A
USGS,1570500,1998-02-14,48000,A
USGS,1570500,1998-02-15,53800,A
USGS,1570500,1998-02-16,52500,A
USGS,1570500,1998-02-17,47200,A
